ID,Τύπος,"Κωδικός προϊόντος","GTIN, UPC, EAN, ή ISBN",Όνομα,Δημοσιευμένο,"Είναι προτεινόμενο;","Ορατότητα στον κατάλογο","Σύντομη περιγραφή",Περιγραφή,"Ημερομηνία έναρξης εκπτωτικής τιμής","Ημερομηνία λήξης εκπτωτικής τιμής","Κατάσταση φόρου","Κατηγορία φόρου","Σε απόθεμα;",Απόθεμα,"Χαμηλή ποσότητα αποθέματος","Να επιτρέπονται λίστες αναμονής;","Μεμονωμένη πώληση;","Βάρος (κ.)","Μήκος (cm)","Πλάτος (cm)","Ύψος (cm)","Να επιτρέπονται αξιολογήσεις πελάτη;","Σημείωση αγοράς","Τιμή προσφοράς","Κανονική τιμή",Κατηγορίες,Ετικέτες,"Κλάση αποστολής",Εικόνες,"Όριο μεταφόρτωσης","Ημέρες λήξης μεταφόρτωσης",Γονέας,"Ομαδοποιημένα προϊόντα","Αύξηση πωλήσεων","Προϊόντα παράλληλης πώλησης","Εξωτερικό URL","Κείμενο κουμπιού",Θέση,Μάρκες,"Όνομα ιδιότητας 1","Τιμή(ές) ιδιότητας 1","Ιδιότητα 1 ορατή","Ιδιότητα 1 καθολική","Όνομα ιδιότητας 2","Τιμή(ές) ιδιότητας 2","Ιδιότητα 2 ορατή","Ιδιότητα 2 καθολική","Όνομα ιδιότητας 3","Τιμή(ές) ιδιότητας 3","Ιδιότητα 3 ορατή","Ιδιότητα 3 καθολική","Meta: _supplier","Meta: _supplier_product_id","Meta: _barcode","Meta: _last_synced","Meta: _manufacturer","Meta: _tech_specs"
284781,simple,0535714,5208067182706,"Βοηθητικό τραπέζι Perral",1,0,visible,,"<p>Ανακαλύψτε το μοναδικό τραπεζάκι Perral, έναν κομψό συνδυασμό design και πρακτικότητας για τους εσωτερικούς χώρους σας. Το στρογγυλό του σχήμα σε στυλ ανάποδου κώνου, διακοσμημένο με φυσικό Rattan στη βάση, δημιουργεί μια αρμονική ατμόσφαιρα σε κάθε δωμάτιο. Κατασκευασμένο από υψηλής ποιότητας Fiber Cement στο διακριτικό γκρι χρώμα που ταιριάζει αρμονικά σε κάθε χώρο.</p> <p>Ιδανικό για το σπίτι αλλά και επαγγελματικούς χώρους (ξενοδοχεία, AirBnB), το Perral προσφέρει έναν ξεχωριστό τρόπο να αναδείξετε την αισθητική σας ενώ παρέχει πρακτικότητα. Με διαστάσεις που εξασφαλίζουν άνετη χρήση χωρίς να καταλαμβάνουν υπερβολικό χώρο, αποτελεί την τέλεια επιλογή για όσους αναζητούν την ισορροπία μεταξύ στυλ και λειτουργικότητας.</p>",,,taxable,,1,19,,0,0,9.3,42,42,36,1,,,"109,9","Σαλόνι & Καθιστικό",τραπέζι,,https://eboy.gr/app/uploads/sites/2/2026/05/trapezi-boithitiko-fb91816403s-fiber-cem.webp,,,,,,,,,0,B2BMarkt,ύψος,"36 εκ.",1,1,πλάτος,"42 εκ.",1,1,μήκος,"42 εκ.",1,1,B2BMarkt,76214,5208067182706,"2026-05-10 00:42:21",B2BMarkt,"<ul>
<li>Κατασκευή από Fiber Cement ενισχυμένο με ίνες κυτταρίνης για αυξημένη αντοχή και ανθεκτικότητα στη σήψη, το νερό και τα έντομα.</li>
<li>Φυσική επιφάνεια Rattan στην βάση που προσφέρει αισθητικό αποτέλεσμα και φυσική αίσθηση στο χώρο.</li>
<li>Μονόχρωμη βαφή σε γκρι απόχρωση του Fiber Cement.</li>
<li>Στρογγυλό σχήμα με σχεδιασμό ανάποδου κώνου για βέλτιστη σταθερότητα.</li>
<li>Προϊόν χαμηλής συντήρησης με ανθεκτικό φινίρισμα κατάλληλο για εσωτερικούς χώρους.</li>
</ul>"
284783,simple,0613385,5208067212335,"Καρεκλα γραφειου Teeter",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> <title>Καρέκλα Γραφείου TEETER</title> </head> <body> <p>Αναβαθμίστε το χώρο εργασίας σας με την premium καρέκλα γραφείου TEETER - την επιτομή του στυλ και της άνεσης. Απολαύστε μια μοναδική εμπειρία καθίσματος που συνδυάζει άψογη αισθητική με απαράμιλλη ποιότητα.</p> <p>Η TEETER δεν είναι απλά μια καρέκλα, αλλά ένα σύμβολο επαγγελματικής αριστείας. Με το εκλεπτυσμένο design της και την premium κατασκευή της, μεταμορφώνει κάθε εργασιακό περιβάλλον σε χώρο έμπνευσης και αποτελεσματικότητας. Η κομψή της παρουσία και η εξαιρετική άνεση που προσφέρει, εξασφαλίζουν ότι θα αποτελέσει το επίκεντρο του γραφείου σας.</p> </body> </html>",,,taxable,,1,19,,0,0,17.5,66,67,121,1,,,"124,9",Γραφείο,καρέκλα,,https://eboy.gr/app/uploads/sites/2/2026/05/karekla-grafeioy-fb91835510-gkri-pu-derm.webp,,,,,,,,,0,B2BMarkt,ύψος,"121 εκ.",1,1,πλάτος,"67 εκ.",1,1,μήκος,"66 εκ.",1,1,B2BMarkt,76215,5208067212335,"2026-05-10 00:42:52",B2BMarkt,"<ul>
<li>Κατασκευή από PU leather υψηλής ποιότητας για αντοχή και εύκολη συντήρηση</li>
<li>5-άκτινη μεταλλική βάση χρωμίου με έμφαση στη σταθερότητα</li>
<li>Απαλή στην αφή επιφάνεια με ανθεκτικότητα σε καθημερινή χρήση</li>
<li>Στιβαρή συναρμολόγηση υλικών για μακροχρόνια διάρκεια ζωής</li>
<li>Εκλεπτυσμένη αισθητική με premium φινίρισμα</li>
</ul>"
284785,simple,0613386,5208067212342,"Καρέκλα γραφείου Teeter",1,0,visible,,"<p>Αναβαθμίστε τον επαγγελματικό σας χώρο με την TEETER, μια καρέκλα γραφείου που συνδυάζει άψογα την άνεση, την αισθητική και την ποιότητα. Η μοναδική της σχεδίαση ξεχωρίζει σε κάθε σύγχρονο γραφείο, προσδίδοντας κύρος και στυλ.</p> <p>Η premium κατασκευή και η εξαιρετική επιλογή υλικών δημιουργούν ένα κάθισμα που όχι μόνο υποστηρίζει τέλεια τη σπονδυλική στήλη, αλλά αποτελεί και σημείο αναφοράς για κάθε χώρο εργασίας. Εμπιστευτείτε την TEETER και απολαύστε μια καθηλωτική εμπειρία καθίσματος που θα σας συνοδεύσει σε ατελείωτες ώρες δημιουργικότητας.</p>",,,taxable,,1,18,,0,0,17.5,66,67,121,1,,,"124,9",Γραφείο,καρέκλα,,https://eboy.gr/app/uploads/sites/2/2026/05/karekla-grafeioy-fb91835502-mpez-pu-derm.webp,,,,,,,,,0,B2BMarkt,ύψος,"121 εκ.",1,1,πλάτος,"67 εκ.",1,1,μήκος,"66 εκ.",1,1,B2BMarkt,76216,5208067212342,"2026-05-10 00:43:23",B2BMarkt,"<ul>
<li>Κατασκευή από υψηλής ποιότητας PU leather με αίσθηση και εμφάνιση δέρματος</li>
<li>Απαλή στην αφή επιφάνεια με ανθεκτικότητα στη καθημερινή χρήση</li>
<li>5-άκτινη χρωμιωμένη μεταλλική βάση για μέγιστη σταθερότητα</li>
<li>Στιβαρή συναρμολόγηση υλικών για μακροχρόνια αντοχή</li>
<li>Εύκολο καθάρισμα και συντήρηση της επιφάνειας PU leather</li>
<li>Προσφέρει premium αισθητική και αίσθηση πολυτέλειας</li>
</ul>"
284787,simple,0613390,5208067212380,"Καρεκλα γραφειου Bekker",1,0,visible,,"<p>Εμπνευσμένη από τις πολυτελείς δερμάτινες πολυθρόνες, η καρέκλα γραφείου BEKKER συνδυάζει άψογα την υψηλή αισθητική με την εργονομική άνεση. Δημιουργήστε έναν επαγγελματικό χώρο που εμπνέει σεβασμό και επαγγελματισμό, επενδύοντας σε ένα κάθισμα που υπερβαίνει τα απλά πρότυπα γραφείου.</p> <p>Με την BEKKER κάθε ώρα εργασίας μετατρέπεται σε μια μοναδική εμπειρία. Η εξαιρετική ποιότητα κατασκευής και ο μοναδικός σχεδιασμός της προσδίδουν κύρος στο περιβάλλον σας, ενώ η αναπαυτική θέση εξασφαλίζει μέγιστη άνεση κατά τις μακρές ώρες δουλειάς. Ετοιμαστείτε να ξεχωρίσετε με ένα έπιπλο που συνδυάζει τέλεια λειτουργικότητα και στυλ.</p>",,,taxable,,1,16,,0,0,25.5,67,67,126,1,,,"179,9",Γραφείο,καρέκλα,,https://eboy.gr/app/uploads/sites/2/2026/05/karekla-grafeioy-fb91835901-mayro-pu-der.webp,,,,,,,,,0,B2BMarkt,ύψος,"126 εκ.",1,1,πλάτος,"67 εκ.",1,1,μήκος,"67 εκ.",1,1,B2BMarkt,76217,5208067212380,"2026-05-10 00:43:54",B2BMarkt,"<ul>
<li>Κατασκευή από PU leather υψηλής ποιότητας για αντοχή και ευκολία συντήρησης.</li>
<li>5-άκτινη χρωμιωμένη μεταλλική βάση με έμφαση στη σταθερότητα.</li>
<li>Απαλή στην αφή επιφάνεια με ανθεκτικότητα σε καθημερινή χρήση.</li>
<li>Στιβαρή συναρμολόγηση υλικών για μακροχρόνια χρήση.</li>
<li>Εκλεπτυσμένο φινίρισμα που προσδίδει επαγγελματική αισθητική.</li>
</ul>"
284789,simple,0613391,5208067212397,"Καρεκλα γραφειου Bekker",1,0,visible,,"<p>Εμπνευστείτε από ένα κομψό και εργονομικό περιβάλλον εργασίας! Η καρέκλα γραφείου Bekker αποτελεί την ιδανική επιλογή για όσους αναζητούν την τέλεια σύνθεση στυλ και λειτουργικότητας στον επαγγελματικό τους χώρο. Με σχεδιασμό που εστιάζει στην πολυτέλεια και την άνεση, μεταμορφώνει τον καθημερινό σας χρόνο στο γραφείο σε μια μοναδική εμπειρία.</p> <p>Απολαύστε την αίσθηση του premium PU leather που συνδυάζει αριστοτεχνικά την κομψότητα με τη μακροζωία. Η προσεγμένη κατασκευή της προσθέτει αξία στον προσωπικό ή επαγγελματικό σας χώρο, δημιουργώντας ένα κέντρο επιτυχίας και δημιουργικότητας.</p>",,,taxable,,1,8,,0,0,25.5,67,67,126,1,,,"179,9",Γραφείο,καρέκλα,,https://eboy.gr/app/uploads/sites/2/2026/05/karekla-grafeioy-fb91835902-mpez-pu-derm.webp,,,,,,,,,0,B2BMarkt,ύψος,"126 εκ.",1,1,πλάτος,"67 εκ.",1,1,μήκος,"67 εκ.",1,1,B2BMarkt,76218,5208067212397,"2026-05-10 00:44:25",B2BMarkt,"<ul>
<li>Κατασκευή από πολυουρεθάνιο υψηλής πυκνότητας (PU) για ανθεκτικό και εύκολο στη συντήρηση φινίρισμα.</li>
<li>5-άκτινη μεταλλική βάση χρωμίου με ενισχυμένη σταθερότητα και αντοχή.</li>
<li>Απαλή στην αφή επιφάνεια PU leather που προσομοιάζει δέρμα, με εξαιρετική αντοχή στη φθορά.</li>
<li>Στιβαρή συναρμολόγηση με έμφαση στην ποιότητα κατασκευής για μακροχρόνια χρήση.</li>
<li>Εργονομικός σχεδιασμός κατάλληλος για εντατική καθημερινή χρήση στο γραφείο.</li>
</ul>"
284791,simple,0613389,5208067212373,"Καρέκλα γραφείου Tomlin",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> <title>Καρέκλα Γραφείου Tomlin</title> </head> <body> <p>Αναβαθμίστε το επαγγελματικό σας χώρο με την καρέκλα γραφείου TOMLIN, την επιτομή του στυλ και της άνεσης. Πρόκειται για μια διευθυντική καρέκλα που συνδυάζει τέλεια τη λειτουργικότητα με την πολυτελή αισθητική.</p> <p>Με μοντέρνο σχεδιασμό και προσοχή στη λεπτομέρεια, η TOMLIN αποτελεί επένδυση στην εργονομία και την επαγγελματική εικόνα. Η μοναδική κατασκευή της προσφέρει απαράμιλλη άνεση καθ' όλη τη διάρκεια της ημέρας, ενώ το υψηλής ποιότητας PU leather εξασφαλίζει αντοχή και εύκολο καθαρισμό. Αποκτήστε μια καρέκλα που δεν είναι απλά ένα έπιπλο γραφείου, αλλά σύμβολο επαγγελματικής επιτυχίας.</p> </body> </html>",,,taxable,,1,11,,0,0,26.5,74,72,128,1,,,"244,9",Γραφείο,καρέκλα,,https://eboy.gr/app/uploads/sites/2/2026/05/karekla-grafeioy-fb91835802-mpez-kafe-pu.webp,,,,,,,,,0,B2BMarkt,ύψος,"128 εκ.",1,1,πλάτος,"72 εκ.",1,1,μήκος,"74 εκ.",1,1,B2BMarkt,76219,5208067212373,"2026-05-10 00:44:54",B2BMarkt,"<ul>
<li>Κατασκευή από πολυουρεθάνιο υψηλής πυκνότητας (PU) για αντοχή και εύκολη συντήρηση</li>
<li>5-άκτινη χρωμιωμένη μεταλλική βάση για μέγιστη σταθερότητα</li>
<li>Απαλή επιφάνεια PU leather με αίσθηση δέρματος και υψηλή ανθεκτικότητα</li>
<li>Στιβαρή συναρμολόγηση που εξασφαλίζει μακροχρόνια χρήση</li>
<li>Προδιαγραφές για υποστήριξη μέσης σύμφωνα με διεθνή πρότυπα εργονομίας</li>
<li>Ρυθμιζόμενα στοιχεία (ύψος, βάθος στήριξης, κλίση πλάτης) για εξατομικευμένη άνεση</li>
</ul>"
284793,simple,0613387,5208067212359,"Καρέκλα γραφείου Dramon",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> <title>Καρέκλα Γραφείου Dramon</title> </head> <body> <p>Αναβαθμίστε τον επαγγελματικό σας χώρο με την εντυπωσιακή διευθυντική καρέκλα DRAMON - το απόλυτο σύμβολο κομψότητας και επαγγελματισμού στο γραφείο. Η premium κατασκευή της προσφέρει μοναδική άνεση και υποστήριξη, εξασφαλίζοντας άψογη στάση σώματος καθ' όλη τη διάρκεια της εργάσιμης ημέρας.</p> <p>Με την εκλεπτυσμένη σχεδίαση και την εξαιρετική ποιότητα του υλικού PU leather, η καρέκλα Dramon δεν είναι απλά ένα κάθισμα - είναι μια επενδυση που αναδεικνύει το προσωπικό σας στυλ ενώ παράλληλα προσφέρει απόλυτη χαλάρωση μετά από μια απαιτητική μέρα. Επιλέξτε την και μεταμορφώστε τον χώρο εργασίας σας σε έναν περιβάλλον υψηλής αισθητικής και επαγγελματικής υπεροχής.</p> </body> </html>",,,taxable,,1,7,,0,0,31.2,70,66,132.5,1,,,"249,9",Γραφείο,καρέκλα,,https://eboy.gr/app/uploads/sites/2/2026/05/karekla-grafeioy-fb91835602-mpez-kafe-pu.webp,,,,,,,,,0,B2BMarkt,ύψος,"132.5 εκ.",1,1,πλάτος,"66 εκ.",1,1,μήκος,"70 εκ.",1,1,B2BMarkt,76220,5208067212359,"2026-05-10 00:45:25",B2BMarkt,"<ul>
<li>Κατασκευή από πολυουρεθάνιο PU leather υψηλής ποιότητας για αντοχή και ευκολία συντήρησης</li>
<li>5-άκτινη χρωμιωμένη μεταλλική βάση για μέγιστη σταθερότητα</li>
<li>Απαλή στην αφή επιφάνεια με ανθεκτική κατασκευή</li>
<li>Στιβαρή συναρμολόγηση υλικών για μακροχρόνια χρήση</li>
<li>Εργονομικός σχεδιασμός για διευθυντική καρέκλα γραφείου</li>
</ul>"
284795,simple,0613388,5208067212366,"Καρεκλα γραφειου Toren",1,0,visible,,"<p>Αναβαθμίστε το επαγγελματικό σας περιβάλλον με την πολυτελή καρέκλα γραφείου Toren. Μια επιλογή που συνδυάζει άψογα λειτουργικότητα και στυλ, μετατρέποντας κάθε χώρο εργασίας σε κόμβο επαγγελματικής αριστείας.</p> <p>Με εκλεπτυσμένη σχεδίαση και premium υλικά κατασκευής, η TOREN αποτελεί επένδυση στην καθημερινή σας άνεση και τον επαγγελματισμό σας. Η μοναδική αισθητική της αναβαθμίζει κάθε επαγγελματικό χώρο, ενώ προσφέρει την ιδανική υποστήριξη για εντατικές ώρες εργασίας με στυλ και κομψότητα που εντυπωσιάζει.</p>",,,taxable,,1,11,,0,0,26.6,74,66,128,1,,,"199,9",Γραφείο,καρέκλα,,https://eboy.gr/app/uploads/sites/2/2026/05/karekla-grafeioy-fb91835707-prasino-pu-d.webp,,,,,,,,,0,B2BMarkt,ύψος,"128 εκ.",1,1,πλάτος,"66 εκ.",1,1,μήκος,"74 εκ.",1,1,B2BMarkt,76221,5208067212366,"2026-05-10 00:45:56",B2BMarkt,"<ul>
<li>Κατασκευή από συνδυασμό μεταλλικών στοιχείων και υψηλής ποιότητας συνθετικού δέρματος PU leather</li>
<li>5-άκτινη χρωμιωμένη μεταλλική βάση για μέγιστη σταθερότητα</li>
<li>Απαλή επιφάνεια PU leather με εξαιρετική αντοχή στη φθορά και τον καθαρισμό</li>
<li>Στιβαρή συναρμολόγηση που εξασφαλίζει μακροχρόνια χρήση</li>
<li>Ανθεκτική κατασκευή κατάλληλη για εντατική καθημερινή χρήση σε επαγγελματικό περιβάλλον</li>
</ul>"
284797,simple,9995348,,"Ομπρέλα Gladdell",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> <title>Ομπρέλα Gladdell</title> </head> <body> <p>Ανακαλύψτε την πολυτέλεια και τη λειτουργικότητα στην Ομπρέλα Gladdell. Με την κομψότητα του ανοιχτού γκρι αλουμινίου και τον διαχρονικό της σχεδιασμό, μεταμορφώνει κάθε εξωτερικό χώρο σε σημείο αναφοράς.<br /> Σχεδιασμένη για να αντέχει στις προκλήσεις του καιρού, η Gladdell συνδυάζει ποιότητα κατασκευής με άψογο στυλ. Ιδανική επιλογή τόσο για επαγγελματικούς χώρους όσο και για το σπίτι σας.</p> </body> </html>",,,taxable,,1,28,,0,0,63.1,4,4,3.73,1,,,"999,9","Κήπος & Εξωτερικός Χώρος",ομπρέλα,,https://eboy.gr/app/uploads/sites/2/2026/05/omprela-me-basi-fb91072401-aloyminio-met.webp,,,,,,,,,0,B2BMarkt,ύψος,"3.73 εκ.",1,1,πλάτος,"4 εκ.",1,1,μήκος,"4 εκ.",1,1,B2BMarkt,76222,,"2026-05-10 00:46:28",B2BMarkt,"<ul>
<li>Κατασκευή από ανοδιωμένο αλουμίνιο για αντοχή στη διάβρωση και τις καιρικές συνθήκες</li>
<li>Ακρυλικό ύφασμα σκίασης με προστασία από την ηλιακή ακτινοβολία</li>
<li>Μηχανισμός αυτόματου ανοίγματος (gas spring) για εύκολη χρήση</li>
<li>Βάση νερού 160kg από πολυαιθυλένιο για μέγιστη σταθερότητα</li>
<li>Φινίρισμα σε ανοιχτό γκρι χρώμα για διαχρονική αισθητική</li>
</ul>"
284799,simple,9995349,,"Ομπρέλα Gladdell",1,0,visible,,"<p>Επαγγελματική πολυτέλεια στον κήπο σας - η ομπρέλα Gladdell μεταμορφώνει κάθε εξωτερικό χώρο σε ένα κομψό καταφύγιο. Με την ιδιαίτερη απόχρωση του μπεζ να κυριαρχεί, αυτή η αλουμινένια κατασκευή συνδυάζει την κλασική αισθητική με τη σύγχρονη λειτουργικότητα.</p> <p>Αντέχει στο χρόνο και τις καιρικές συνθήκες χάρη στην τεχνολογία Heat Transfer και το ανθεκτικό υλικό κατασκευής της. Η αυτόματη λειτουργία ανοίγματος με σύστημα αερίου εξασφαλίζει άνετη χρήση, ενώ η βάση νερού προσφέρει σταθερότητα ακόμα και σε δυνατούς ανέμους. Ιδανική για επαγγελματίες του χώρου αλλά και λάτρεις της ποιότητας, η ομπρέλα Gladdell αποτελεί μια διαχρονική επένδυση που συνδυάζει την κομψότητα με τη λειτουργικότητα.</p>",,,taxable,,1,27,,0,0,63.1,4,4,3.73,1,,,"1004,9","Κήπος & Εξωτερικός Χώρος",ομπρέλα,,https://eboy.gr/app/uploads/sites/2/2026/05/omprela-me-basi-neroy-fb91072402-heat-tr.webp,,,,,,,,,0,B2BMarkt,ύψος,"3.73 εκ.",1,1,πλάτος,"4 εκ.",1,1,μήκος,"4 εκ.",1,1,B2BMarkt,76227,,"2026-05-10 00:46:57",B2BMarkt,"<ul>
<li>Κατασκευή από HEAT TRANSFER αλουμίνιο υψηλής αντοχής στη διάβρωση και τις καιρικές συνθήκες</li>
<li>Επιφάνεια σκίασης από ακρυλικό ύφασμα ανθεκτικό στην ηλιακή ακτινοβολία</li>
<li>Μηχανισμός αυτόματου ανοίγματος με αέριο (gas spring) για εύκολη λειτουργία</li>
<li>Βάση νερού από πολυαιθυλένιο μέγιστης χωρητικότητας 160kg για εξαιρετική σταθερότητα</li>
<li>Επιφανειακό φινίρισμα σε μπεζ χρώμα, κλασικού σχεδιασμού</li>
</ul>"
284801,simple,0603353,5208067216586,"Γωνιακός καναπές Restro",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head><meta charset=""UTF-8""></head> <body> <p>Αναβαθμίστε την ατμόσφαιρα του σαλονιού σας με τον καναπέ RESTRO, ένα αριστούργημα σύγχρονης σχεδίασης. Η κομψή γωνιακή του γραμμή και το γκρι πολυεστερικό ύφασμα δημιουργούν μια μοναδική αισθητική που θα κλέψει τις εντυπώσεις. Ο έξυπνος μηχανισμός πέντε σημείων ανάκλισης εξασφαλίζει απόλυτη άνεση, ενώ η ηλεκτρική ρύθμιση της γωνίας με έναν απλό χειρισμό σας προσφέρει την τέλεια θέση χαλάρωσης.</p> <p>Περισσότερο από ένας καναπές - είναι ο προσωπικός σας χώρος ευεξίας και το επίκεντρο των πιο όμορφων στιγμών. Επιλέξτε ποιότητα, στυλ και πρακτικότητα σε ένα προϊόν που θα αγαπήσετε για χρόνια.</p> </body> </html>",,,taxable,,1,6,,0,0,140,92,43,12,1,,,999,"Σαλόνι & Καθιστικό",καναπές,,https://eboy.gr/app/uploads/sites/2/2026/05/kanapes-dexia-gonia-anaklisi-apothchoros.webp,,,,,,,,,0,B2BMarkt,ύψος,"12 εκ.",1,1,πλάτος,"43 εκ.",1,1,μήκος,"92 εκ.",1,1,B2BMarkt,76230,5208067216586,"2026-05-10 00:47:28",B2BMarkt,"<ul>
<li>Κατασκευή από σκελετό αλουμινίου υψηλής αντοχής με επένδυση γκρι πολυεστερικού υφάσματος ανθεκτικού στη φθορά.</li>
<li>Μηχανισμός ανάκλισης 5 σημείων στην πλάτη για άνετη προσαρμογή της θέσης.</li>
<li>Ηλεκτρική ρύθμιση γωνίας μέσω χειριστηρίου στο μπράτσο.</li>
<li>Ενσωματωμένος αποθηκευτικός χώρος στο άκρο του καναπέ (γωνία).</li>
<li>Ύφασμα με αντιστατική επεξεργασία και εύκολη συντήρηση.</li>
</ul>"
284803,simple,0603354,5208067216616,"Γωνιακός καναπές Restro Left",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> </head> <body> <div style=""max-width: 600px; margin: 20px auto;""> <p>Ανανεώστε το σαλόνι σας με τον γωνιακό καναπέ RESTRO Left - την ιδανική επιλογή για όσους αναζητούν συνδυασμό στυλ και άνεσης.</p> <p>Σχεδιασμένος για να αποτελέσει το επίκεντρο του χώρου σας, ο καναπές RESTRO προσφέρει πολυτέλεια και πρακτικότητα. Η γκρι απόχρωση από υψηλής ποιότητας ύφασμα δημιουργεί μια κομψή ατμόσφαιρα στο χώρο σας, ενώ η έξυπνη κατασκευή με ρυθμιζόμενη ηλεκτρική ανάκλιση στη γωνία, σας επιτρέπει να τον προσαρμόσετε ακριβώς στις ανάγκες σας. Απολαύστε στιγμές χαλάρωσης σε ένα προϊόν που συνδυάζει άψογα την αισθητική με την ποιότητα κατασκευής, δημιουργώντας το απόλυτο σημείο συνάντησης για τους φίλους και την οικογένεια.</p> </div> </body> </html>",,,taxable,,1,7,,0,0,140,224,284,76,1,,,999,"Σαλόνι & Καθιστικό",καναπές,,https://eboy.gr/app/uploads/sites/2/2026/05/kanapes-aristeri-gonia-anaklisi-apothcho.webp,,,,,,,,,0,B2BMarkt,ύψος,"76 εκ.",1,1,πλάτος,"284 εκ.",1,1,μήκος,"224 εκ.",1,1,B2BMarkt,76231,5208067216616,"2026-05-10 00:47:58",B2BMarkt,"<ul>
<li>Κατασκευή από σκελετό αλουμινίου υψηλής αντοχής για μακροχρόνια χρήση</li>
<li>Επένδυση με πολυεστερικό ύφασμα 100% γκρι, βάρους 340gsm και ανθεκτικότητα στην καθημερινή φθορά</li>
<li>Μηχανισμός ανάκλισης πλάτης σε πέντε σημεία για πολλαπλούς τρόπους χρήσης</li>
<li>Ηλεκτρική ρύθμιση γωνίας μέσω χειριστηρίου στο μπράτσο</li>
<li>Ενσωματωμένος αποθηκευτικός χώρος στη γωνία για επιπλέον λειτουργικότητα</li>
<li>Ανθεκτικό φινίρισμα με προστασία από λεκέδες και εύκολο καθαρισμό</li>
</ul>"
284805,simple,0603356,5208067216647,"Καναπές δεξιά gωνία Restro",1,0,visible,,"<!DOCTYPE html> <html lang=""el""> <head> <meta charset=""UTF-8""> <title>Καναπές Δεξιά Γωνία RESTRO</title> <style> body {font-family: 'Segoe UI', sans-serif;} h1 {color: #2E4053} </style> </head> <body> <p>Ο καναπές RESTRO σε μπεζ απόχρωση είναι η επιτομή του μοντέρνου design και της εργονομικής άνεσης. Δημιουργεί το ιδανικό σημείο συνάντησης για χαλάρωση και κοινωνική αλληλεπίδραση στο σπίτι σας. Η προηγμένη τεχνολογία του, με την ηλεκτρική ρύθμιση στην γωνιακή θέση και τα πέντε σημεία ανάκλισης, προσαρμόζεται στις ανάγκες κάθε στιγμής.</p> <p>Αφήστε τον να γίνει το κεντρικό στοιχείο του σαλονιού σας, προσφέροντας όχι μόνο απαράμιλλη αισθητική αλλά και πρακτικές λύσεις αποθήκευσης. Ετοιμαστείτε να δημιουργήσετε αξέχαστες στιγμές χαλάρωσης στον απόλυτο χώρο υποδοχής της κατοικίας σας!</p> </body> </html>",,,taxable,,1,8,,0,0,140,224,284,76,1,,,999,"Σαλόνι & Καθιστικό",καναπές,,https://eboy.gr/app/uploads/sites/2/2026/05/kanapes-dexia-gonia-anaklisi-apothchoros-1.webp,,,,,,,,,0,B2BMarkt,ύψος,"76 εκ.",1,1,πλάτος,"284 εκ.",1,1,μήκος,"224 εκ.",1,1,B2BMarkt,76232,5208067216647,"2026-05-10 00:48:29",B2BMarkt,"<ul>
    <li>Κατασκευή από σκελετό αλουμινίου υψηλής αντοχής.</li>
    <li>Επένδυση με ανθεκτικό πολυεστερικό ύφασμα 340gsm, κατηγορίας οικιακής χρήσης.</li>
    <li>Μηχανισμός ανάκλισης πλάτης σε πέντε σημεία για ρυθμιζόμενη στήριξη.</li>
    <li>Ηλεκτρική λειτουργία γωνίας μέσω διακόπτη στο μπράτσο.</li>
    <li>Ενσωματωμένος αποθηκευτικός χώρος στη γωνία.</li>
    <li>Αντιστατική επεξεργασία υφάσματος για εύκολο καθαρισμό.</li>
</ul>"
